sourceSlug,title,category,route,risks,duplicates
"IuyVO5","怎么导出excel表格?","操作类问题 / 数据导出","/zh/knowledge-base/faq/operation/export/IuyVO5","",""
"Brarkx","导出到数据库不成功怎么办？","操作类问题 / 数据导出","/zh/knowledge-base/faq/operation/export/Brarkx","external-link",""
"m5QkQT","可以导出到某某某数据库吗？","操作类问题 / 数据导出","/zh/knowledge-base/faq/operation/export/m5QkQT","external-link",""
"uGtmBd","mysql无法连接到指定的数据库，详细信息：Reading from the stream has failed.如何解决？","操作类问题 / 数据导出","/zh/knowledge-base/faq/operation/export/uGtmBd","version|external-link",""
"SEwAid","数据导入远程数据库被拒？","操作类问题 / 数据导出","/zh/knowledge-base/faq/operation/export/SEwAid","policy|external-link",""
"Szzu0a","任务保存与数据存储？","操作类问题 / 数据导出","/zh/knowledge-base/faq/operation/export/Szzu0a","policy",""
"BwUMj4","数据量大，如何导出？","操作类问题 / 数据导出","/zh/knowledge-base/faq/operation/export/BwUMj4","external-link",""
"cLN6je","采集到的数据无法导出excel文件？","操作类问题 / 数据导出","/zh/knowledge-base/faq/operation/export/cLN6je","version",""
"XvoDMo","采集的数据导出到文件的数据条数说明","操作类问题 / 数据导出","/zh/knowledge-base/faq/operation/export/XvoDMo","",""
"1HneaF","自动导出任务计划是自动同步的吗？能否在多台电脑查看计划？","操作类问题 / 数据导出","/zh/knowledge-base/faq/operation/export/1HneaF","",""
"jCDNfK","八爪鱼支持导出数据到mysql数据库吗？","操作类问题 / 数据导出","/zh/knowledge-base/faq/operation/export/jCDNfK","contact|external-link",""
"lx7efa","采集好的任务数据存在什么地方？","操作类问题 / 数据导出","/zh/knowledge-base/faq/operation/export/lx7efa","",""
"cbRsqN","数据导出在Mysql中提示成功，但数据库中查不到数据？","操作类问题 / 数据导出","/zh/knowledge-base/faq/operation/export/cbRsqN","external-link",""
"vxJiab","为什么定时导出数据到数据库没有生效？","操作类问题 / 数据导出","/zh/knowledge-base/faq/operation/export/vxJiab","contact|policy",""
"ea00EE","怎么设置定时导出数据到本地文件？","操作类问题 / 数据导出","/zh/knowledge-base/faq/operation/export/ea00EE","",""
"oVOClP","多个任务的数据可以导出到同一个excel文件吗？","操作类问题 / 数据导出","/zh/knowledge-base/faq/operation/export/oVOClP","",""
"5mztps","数据预览的数据可以直接导出吗？","操作类问题 / 数据导出","/zh/knowledge-base/faq/operation/export/5mztps","external-link",""
"eNhuQE","采集完成后导出数据失败怎么办？","操作类问题 / 数据导出","/zh/knowledge-base/faq/operation/export/eNhuQE","contact",""
"KGUnIs","点击导出数据没反应？","操作类问题 / 数据导出","/zh/knowledge-base/faq/operation/export/KGUnIs","contact",""
"f2JCY6","采集到数据之后，如何手动或者自动导入数据库？","操作类问题 / 数据导出","/zh/knowledge-base/faq/operation/export/f2JCY6","price|version|external-link",""
"WUkdG0","导出到远程数据库Mysql，在导出向导中看不到表字段？","操作类问题 / 数据导出","/zh/knowledge-base/faq/operation/export/WUkdG0","policy",""
"RDwdf5","数据导出到数据库出现错误“Fatal error encountered during command execution”？","操作类问题 / 数据导出","/zh/knowledge-base/faq/operation/export/RDwdf5","contact",""
"cai-ji-dao-de-shu-ju-shang-chuan-dao-zi-ji-de-wang-zhan-shang-ma","采集到的数据上传到自己的网站上吗？","操作类问题 / 数据导出","/zh/knowledge-base/faq/operation/export/cai-ji-dao-de-shu-ju-shang-chuan-dao-zi-ji-de-wang-zhan-shang-ma","external-link",""
"bang-wo-zha-xia-yi-xia-wo-hai-sheng-duo-shao-dao-chu-yu-e-ma","帮我查下一下我还剩多少导出余额吗？","操作类问题 / 数据导出","/zh/knowledge-base/faq/operation/export/bang-wo-zha-xia-yi-xia-wo-hai-sheng-duo-shao-dao-chu-yu-e-ma","version",""
"9t7EcF","为什么云采集的数据和本地加速模式采集的数据与本地普通模式采集数据不同？","操作类问题 / 云采集相关","/zh/knowledge-base/faq/operation/cloud/9t7EcF","",""
"N7dVRA","突然断电了，会继续采集吗？","操作类问题 / 云采集相关","/zh/knowledge-base/faq/operation/cloud/N7dVRA","policy|version|external-link",""
"o2dcBD","为什么云采集数据与本地采集数据不同？","操作类问题 / 云采集相关","/zh/knowledge-base/faq/operation/cloud/o2dcBD","external-link","7eEINP"
"P42W6Z","为什么本地采集有数据，云采集无数据？","操作类问题 / 云采集相关","/zh/knowledge-base/faq/operation/cloud/P42W6Z","external-link",""
"80mTJA","云采集为什么比本地采集还慢？","操作类问题 / 云采集相关","/zh/knowledge-base/faq/operation/cloud/80mTJA","external-link","8BOpqQ"
"bxRAY5","云采集去重原则是什么？","操作类问题 / 云采集相关","/zh/knowledge-base/faq/operation/cloud/bxRAY5","",""
"tghdRB","如何管理企业版，提高采集和获取数据的效率?","操作类问题 / 云采集相关","/zh/knowledge-base/faq/operation/cloud/tghdRB","external-link",""
"iag2bR","云采集的时候把八爪鱼退了还能继续采集嘛","操作类问题 / 云采集相关","/zh/knowledge-base/faq/operation/cloud/iag2bR","policy|version",""
"l63lHU","云采集为什么一直在排队？","操作类问题 / 云采集相关","/zh/knowledge-base/faq/operation/cloud/l63lHU","",""
"zai-na-li-zha-kan-cai-ji-ri-zhi","在哪里查看采集日志？","操作类问题 / 云采集相关","/zh/knowledge-base/faq/operation/cloud/zai-na-li-zha-kan-cai-ji-ri-zhi","external-link",""
"ba-zhua-yu-cai-ji-qi-you-gao-jing-gong-neng-ma-bi-ru-ren-wu-cai-ji-bu-dao-shu-ju-ke-yi-fa-you-jian-huo-duan-xin-zhi-lei-de","八爪鱼采集器有告警功能吗？比如任务采集不到数据，可以发邮件或短信之类的","操作类问题 / 云采集相关","/zh/knowledge-base/faq/operation/cloud/ba-zhua-yu-cai-ji-qi-you-gao-jing-gong-neng-ma-bi-ru-ren-wu-cai-ji-bu-dao-shu-ju-ke-yi-fa-you-jian-huo-duan-xin-zhi-lei-de","external-link",""
"wo-zhe-bian-yun-cai-ji-shi-bu-shi-zhi-neng-yun-xing-yi-ge-ren-wu-wo-kan-shuo-ming-shi-zui-da-ke-yi-yun-xing-6-ge","我这边云采集是不是只能运行一个任务？我看说明是最大可以运行6个","操作类问题 / 云采集相关","/zh/knowledge-base/faq/operation/cloud/wo-zhe-bian-yun-cai-ji-shi-bu-shi-zhi-neng-yun-xing-yi-ge-ren-wu-wo-kan-shuo-ming-shi-zui-da-ke-yi-yun-xing-6-ge","",""
"TijX9v","API接口","操作类问题 / API","/zh/knowledge-base/faq/operation/api/TijX9v","external-link",""
"vuTNuK","有售前顾问吗","业务类问题 / 人工服务","/zh/knowledge-base/faq/business/human-service/vuTNuK","contact",""
"mlBuOX","上班了吗","业务类问题 / 人工服务","/zh/knowledge-base/faq/business/human-service/mlBuOX","contact",""
"q6rfxv","客服工作时间是什么","业务类问题 / 人工服务","/zh/knowledge-base/faq/business/human-service/q6rfxv","contact",""
"wNM8Ht","能采集什么数据/能采集XX网站吗/能采集XX行业数据吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/wNM8Ht","contact|policy|external-link",""
"W8edOL","能采集电话号码吗？哪些电话号码可以采集？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/W8edOL","contact|policy",""
"NrE4lO","请问免费版本一次性可以导出多少条数据","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/NrE4lO","price|version|external-link",""
"hyfN2l","能采集QQ邮箱/用户浏览数据/卖家信息/客户数据吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/hyfN2l","contact|policy",""
"KmMbf5","付费后是否能加速采集","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/KmMbf5","external-link",""
"nQAVJT","能采集网页中的文本/链接/图片/视频/音频/html源码吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/nQAVJT","external-link",""
"OVUm17","可以采集微信公众号/小程序/好友/朋友圈吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/OVUm17","contact|policy",""
"EcAHiZ","能采集可以采集国外网站的数据吗？需要翻墙怎么办？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/EcAHiZ","contact|policy",""
"VkAsJm","八爪鱼是否可以实时采集？数据源一更新就马上采集？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/VkAsJm","external-link",""
"U6CPjO","没有在教程和常见问题中找到答案怎么办？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/U6CPjO","contact",""
"obNx8G","任务停止后，下次采集时可以从停止的地方继续采集吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/obNx8G","",""
"yKQ15g","免费版只能爬取到图片数据吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/yKQ15g","price|external-link","nLSl5W"
"Co4UBq","能不能爬取百度指数？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/Co4UBq","external-link",""
"1DnQ1U","云采集是否可以避免IP被限制采集的情况？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/1DnQ1U","external-link",""
"4UpS0g","团队版云采集可以同时运行多少个云采集任务？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/4UpS0g","price|external-link",""
"vWe3g8","云节点是什么","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/vWe3g8","price|contact|version|external-link",""
"FNYzKF","采集数据时，采集到一半突然断开/终止怎么办？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/FNYzKF","version",""
"nLSl5W","免费版只能爬取到图片数据吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/nLSl5W","","yKQ15g"
"6QhLOm","任务能不能用加速，需要满足加速条件，什么样的规则可实现云加速？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/6QhLOm","external-link",""
"0s9YD2","云采集加速设置","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/0s9YD2","external-link",""
"35JpI0","只采集最近的数据，是否能实现","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/35JpI0","",""
"DroJiU","怎么查看云采集日志？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/DroJiU","",""
"1dXGeO","采集过程中漏数据？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/1dXGeO","external-link",""
"qh9tWe","动态会更新数据的网页怎么爬","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/qh9tWe","",""
"uFuI0u","采集有问题，如何进行排错？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/uFuI0u","external-link",""
"O0Y0VT","免费版加速采集","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/O0Y0VT","price|policy|version|external-link",""
"i1F2a7","怎么优化规则？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/i1F2a7","external-link",""
"PrVk7h","免费版只能采集8个数据吗","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/PrVk7h","",""
"1AM5iN","八爪鱼可以暂停采集吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/1AM5iN","",""
"DQesFI","提取数据出错怎么办？提取不到数据如何处理？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/DQesFI","external-link",""
"Qx2TQH","怎么提升采集效率？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/Qx2TQH","price|external-link",""
"rSdqx9","翻页最后一页死循环？一直重复采集最后一页数据怎么办？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/rSdqx9","external-link",""
"33TEgJ","一些数据采集不到？采集数据有空白的解决方案","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/33TEgJ","external-link",""
"EyWR9K","可以关机采集吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/EyWR9K","",""
"W56p1s","什么是云采集？云采集有什么用？怎么使用云采集？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/W56p1s","price|policy|external-link",""
"9y5OWY","八爪鱼团队协作功能是什么？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/9y5OWY","price|policy|external-link",""
"7eEINP","为什么云采集数据与本地采集数据不同？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/7eEINP","","o2dcBD"
"vo7uIf","本地采集一段时间，采集到一定数据量后程序闪退？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/vo7uIf","external-link",""
"CYojPI","同一个规则之前可以采到数据，后来采不到数据或者采集的数据不全？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/CYojPI","contact",""
"KyySER","采集时某些数据字段漏了，但网页中又有这些字段","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/KyySER","external-link",""
"C9E6r3","重复采集第一/二页？翻页死循环？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/C9E6r3","",""
"F8wnsG","没有采集到数据就提示采集完成了？运行采集后，马上提示采集完成？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/F8wnsG","",""
"Ngw7Hg","只抓取了少部分数据，任务卡住或提示采集完成？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/Ngw7Hg","external-link",""
"9L5bfw","八爪鱼可以同时采集多个任务吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/9L5bfw","version",""
"nT3joS","本地采集数据一直不增加？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/nT3joS","external-link",""
"IyX131","可以采集亚马逊的数据吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/IyX131","",""
"RVQtp2","可以采集微信文章的永久链接吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/RVQtp2","",""
"RyaNkC","网页打开异常，有http状态码时怎么办？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/RyaNkC","external-link",""
"VyK9D8","采集的过程中出现网页状态码200，采集不到数据应该如何处理？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/VyK9D8","external-link",""
"03dN35","本地采集有数据，云采集没数据？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/03dN35","external-link",""
"E6yql8","云采集去重原则","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/E6yql8","",""
"3oV1iJ","如何使用云采集？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/3oV1iJ","external-link",""
"HVWRJC","云采集漏数据可能原因与排查方法","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/HVWRJC","price|external-link",""
"hE3axN","采集时遇到每一页都重复采集第一条数据？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/hE3axN","external-link",""
"nlf18A","提取到的数据有重复数据？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/nlf18A","external-link",""
"HHdatf","本地采集数据比较慢？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/HHdatf","",""
"eI8gbg","网站总数据有300页，但只显示50页如何处理？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/eI8gbg","",""
"ehkU73","任务的优先级怎么设置？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/ehkU73","",""
"tq0pLc","为什么采集到60条信息，还是一直采集状态，但是信息就一直60条？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/tq0pLc","",""
"1LhT7s","可以采集文件吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/1LhT7s","","bSiVS1"
"oTSADK","可以采集电话号码吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/oTSADK","contact","JGsihi"
"TiSMNu","自动采集网页里面的所有内容","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/TiSMNu","version","x3ygvg"
"28NbXF","为什么云采集数据还有本地加速模式与本地普通模式采集数据不同？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/28NbXF","",""
"ijV5A8","豆瓣上的图片数据怎么采集？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/ijV5A8","external-link","iijw5f"
"5O8xzq","八爪鱼有伪原创功能吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/5O8xzq","",""
"2zp8zt","可以采集什么数据","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/2zp8zt","external-link","qCsVgA"
"76GMME","八爪鱼能采什么数据？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/76GMME","external-link","N9qqmK"
"MEmbuF","采集数据比较慢？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/MEmbuF","external-link",""
"6zd7a6","八爪鱼可以采集哪些数据？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/6zd7a6","contact|policy",""
"hxNgfK","你好，海外ip代理有吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/hxNgfK","contact",""
"r8ityw","可以采集闲鱼吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/r8ityw","external-link",""
"5myUu2","八爪鱼可以设置定时采集吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/5myUu2","version|external-link","V8m2BY"
"YxMOr4","网页上面的一些词组把他们提取出来。要怎么弄","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/YxMOr4","external-link",""
"AbDo4s","如何采集网页上的数据？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/AbDo4s","policy|external-link","Wbr81t"
"YMEDrw","花多少钱都不能采集电话号码吗","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/YMEDrw","contact",""
"xGM5gs","采集网址是付费项目么？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/xGM5gs","",""
"nrhxOr","八爪鱼如何抓取数据？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/nrhxOr","external-link",""
"SVReiR","八爪鱼可以采集拼多多吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/SVReiR","",""
"tfQPFN","这个网址无法采集吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/tfQPFN","external-link",""
"bt9AYG","八爪鱼可以批量给微博用户发私信吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/bt9AYG","external-link",""
"8qRsnK","可以抓取小红书内容吗","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/8qRsnK","contact|external-link",""
"A47Q9H","可以采集微信公众号的历史文章吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/A47Q9H","version|external-link",""
"mWSMFm","请问这个软件适合外贸吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/mWSMFm","",""
"EMvnOP","可以采集电商数据吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/EMvnOP","external-link",""
"VbJBz6","可以采集二维码吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/VbJBz6","external-link",""
"uTcaHr","八爪鱼是一款什么样的软件？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/uTcaHr","external-link",""
"8VhJZP","八爪鱼可以部署到服务器吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/8VhJZP","contact|version|external-link",""
"zHbapo","网页提交的表单数据可以抓取吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/zHbapo","policy",""
"XmyyRv","采集到的商品数据可以上传到淘宝店铺吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/XmyyRv","external-link",""
"B9w6nV","可不可以采集邮箱？如何采集邮箱？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/B9w6nV","contact",""
"v2vKiS","可以采集房源的数据吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/v2vKiS","price|contact|external-link",""
"2ssOLb","美团采集","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/2ssOLb","contact|policy",""
"IZWvhb","可以采集微信公众号吗，怎么采？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/IZWvhb","external-link",""
"EEqxfi","可以采集标题吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/EEqxfi","policy|external-link",""
"9tYs1Y","八爪鱼可以采集卖家数据信息吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/9tYs1Y","policy",""
"5v52GI","可以采集什么网站/可以采集某某行业的数据吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/5v52GI","external-link",""
"cNFRPT","可以爬取facebook和twitter数据吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/cNFRPT","contact|policy",""
"PjSWkP","八爪鱼是否支持抓取整站内容？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/PjSWkP","",""
"FATNzn","怎么通过爬虫下载vip资源或者付费资源？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/FATNzn","policy",""
"KIXEeN","有没有人工培训？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/KIXEeN","price|version",""
"5aK990","这个软件可以收集客户信息不？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/5aK990","contact",""
"HH1YiP","八爪鱼有创建社群的功能吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/HH1YiP","",""
"AOVd6U","这个软件采集的数据可以对接织梦后台么？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/AOVd6U","price|version|external-link",""
"NsM66L","可以采集Json数据吗，怎样采集json类型的数据？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/NsM66L","external-link",""
"tObnMr","如何采集58同城？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/tObnMr","external-link",""
"O1n2JF","鼠标移到上面才显示的信息如何采集？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/O1n2JF","",""
"ddcOQ6","如何快速采集数据？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/ddcOQ6","",""
"sR8bsi","八爪鱼是否可以同步/实时采集,实时监控某一个网站？数据源处更新，采集的数据也同步更新？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/sR8bsi","external-link",""
"nDYrBm","可以采集微信群和微信朋友圈的信息吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/nDYrBm","external-link",""
"0kg5rF","百度知道怎么采集？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/0kg5rF","external-link",""
"pTlrVi","八爪鱼可以分析数据吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/pTlrVi","external-link",""
"iulSCS","马蜂窝美食栏目下的评论信息如何采集？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/iulSCS","external-link",""
"NJOObP","微图/数多多还可以用吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/NJOObP","",""
"9VPaM2","如何采集阿里巴巴商家数据/1688商品店铺数据？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/9VPaM2","external-link",""
"aBdWDg","八爪鱼可以画词云图吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/aBdWDg","",""
"sPuMSN","如何采集网页的html源代码？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/sPuMSN","",""
"aRE4wt","八爪鱼采集器和八爪鱼RPA的区别是什么？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/aRE4wt","external-link",""
"bSiVS1","可以采集文件吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/bSiVS1","external-link","1LhT7s"
"teESqy","免费版采集有数量限制吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/teESqy","",""
"socPrB","网页里面的附件如word、pdf、ppt等文件如何下载？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/socPrB","version|external-link",""
"JGsihi","可以采集电话号码吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/JGsihi","contact","oTSADK"
"Bz8Xaf","可以采集APP上的数据吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/Bz8Xaf","contact",""
"x3ygvg","自动采集网页里面的所有内容","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/x3ygvg","version","TiSMNu"
"8kY705","请问代理IP有啥用？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/8kY705","external-link",""
"iijw5f","豆瓣上的图片数据怎么采集？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/iijw5f","","ijV5A8"
"qCsVgA","可以采集什么数据","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/qCsVgA","","2zp8zt"
"N9qqmK","八爪鱼能采什么数据？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/N9qqmK","","76GMME"
"ylHA6u","采集数据比较慢怎么办？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/ylHA6u","",""
"6nrU4W","网址在浏览器中可以打开但在八爪鱼打不开","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/6nrU4W","contact",""
"V8m2BY","八爪鱼可以设置定时采集吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/V8m2BY","version|external-link","5myUu2"
"LlO39m","采集数据是否有限制","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/LlO39m","",""
"ByFO42","网站防采集了怎么办？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/ByFO42","external-link",""
"eXTWUf","八爪鱼可以采集手机APP里面的数据吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/eXTWUf","",""
"Wbr81t","如何采集网页上的数据？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/Wbr81t","policy","AbDo4s"
"6yOUvL","如何采集表格？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/6yOUvL","",""
"JQxlxg","可以采集国外网站的数据吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/JQxlxg","contact",""
"Asv913","只能抓取网页数据吗","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/Asv913","contact",""
"5D44WH","八爪鱼的采集原理是什么？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/5D44WH","",""
"LA31I2","可以采集微信好友吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/LA31I2","external-link",""
"40exwg","八爪鱼可以采集微信小程序里面的数据吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/40exwg","external-link",""
"ng3Hbl","自定义采集模式是什么？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/ng3Hbl","",""
"iFKLtM","不知道采集的网址\网站，但是想要数据可以吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/iFKLtM","",""
"wZLmnK","可以采集/抓取地图信息吗?比如百度地图、谷歌地图、高德地图？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/wZLmnK","external-link",""
"kHmppc","八爪鱼可以进行网站建设吗？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/kHmppc","external-link",""
"n5NHNo","可以采集高德地图的商家数据吗？如何采集？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/n5NHNo","",""
"uIv69n","百度搜索结果\内容怎么采集？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/uIv69n","external-link",""
"QDoEul","如何批量采集网页链接地址（URL）,然后通过循环打开这些链接去采集详情页数据（URL循环）？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/QDoEul","external-link",""
"B1F5id","经纬度坐标信息如何采集？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/B1F5id","external-link",""
"Bs82d0","如何采集全国家具建材经销商信息？","业务类问题 / 采集相关","/zh/knowledge-base/faq/business/collection/Bs82d0","contact",""
